Date,City,City_Code,Capture_Timestamp,Capture_Label,Captured_At,Latitude,Longitude,Day_of_Week,Is_Weekend,Temperature_Max_C,Temperature_Min_C,Temperature_Mean_C,Apparent_Temperature_Max_C,Apparent_Temperature_Min_C,Precipitation_Sum_MM,Rain_Sum_MM,Precipitation_Hours,Wind_Speed_Max_KMH,Wind_Gusts_Max_KMH,Wind_Direction_Dominant_Deg,Weather_Code,Weather_Source,Holiday_Names,Holiday_Types,Holiday_Regions,Holiday_Sources,Is_Holiday,Slot_Temperature_C,Slot_Humidity_Percent,Slot_Precipitation_Probability_Percent,Slot_Wind_Speed_KMH,Slot_Weather_Code,Slot_Condition_Text,Capture_Source
2026-07-01,Pune,PNQ,2026-07-01T17:00:00+05:30,late_afternoon,,18.5204,73.8567,Wednesday,false,27.1,22.6,23.9,29.8,25.0,26.6,17.7,24.0,20.7,43.2,252,95,open-meteo-historical-forecast,,,,,false,23.9,92,100,19.3,81,moderate_rain_showers,open-meteo-historical-hourly-backfill
2026-07-01,Ahmedabad,AMD,2026-07-01T09:00:00+05:30,morning,,23.0225,72.5714,Wednesday,false,37.6,26.8,32.0,43.1,31.8,4.1,3.2,14.0,18.8,48.2,222,53,open-meteo-historical-forecast,,,,,false,33.0,58,42,7.5,3,overcast,open-meteo-historical-hourly-backfill
2026-07-01,Ahmedabad,AMD,2026-07-01T17:00:00+05:30,late_afternoon,,23.0225,72.5714,Wednesday,false,37.6,26.8,32.0,43.1,31.8,4.1,3.2,14.0,18.8,48.2,222,53,open-meteo-historical-forecast,,,,,false,37.6,38,94,12.2,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Surat,STV,2026-07-01T09:00:00+05:30,morning,,21.1702,72.8311,Wednesday,false,29.3,25.3,27.1,34.5,30.9,30.8,12.9,24.0,15.8,36.0,206,95,open-meteo-historical-forecast,,,,,false,26.6,95,99,7.0,81,moderate_rain_showers,open-meteo-historical-hourly-backfill
2026-07-01,Surat,STV,2026-07-01T17:00:00+05:30,late_afternoon,,21.1702,72.8311,Wednesday,false,29.3,25.3,27.1,34.5,30.9,30.8,12.9,24.0,15.8,36.0,206,95,open-meteo-historical-forecast,,,,,false,29.3,80,94,15.8,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Visakhapatnam,VTZ,2026-07-01T09:00:00+05:30,morning,,17.6868,83.2185,Wednesday,false,34.3,27.1,30.5,40.1,31.8,1.9,1.2,6.0,15.3,38.9,253,53,open-meteo-historical-forecast,,,,,false,30.2,74,26,15.2,3,overcast,open-meteo-historical-hourly-backfill
2026-07-01,Visakhapatnam,VTZ,2026-07-01T17:00:00+05:30,late_afternoon,,17.6868,83.2185,Wednesday,false,34.3,27.1,30.5,40.1,31.8,1.9,1.2,6.0,15.3,38.9,253,53,open-meteo-historical-forecast,,,,,false,33.4,55,47,11.6,3,overcast,open-meteo-historical-hourly-backfill
2026-07-01,Jaipur,JAI,2026-07-01T09:00:00+05:30,morning,,26.9124,75.7873,Wednesday,false,37.2,29.1,32.1,42.3,32.6,1.9,1.6,9.0,12.6,35.3,202,53,open-meteo-historical-forecast,,,,,false,33.9,46,0,10.8,1,mainly_clear,open-meteo-historical-hourly-backfill
2026-07-01,Jaipur,JAI,2026-07-01T17:00:00+05:30,late_afternoon,,26.9124,75.7873,Wednesday,false,37.2,29.1,32.1,42.3,32.6,1.9,1.6,9.0,12.6,35.3,202,53,open-meteo-historical-forecast,,,,,false,33.2,54,65,11.1,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Kochi,COK,2026-07-01T09:00:00+05:30,morning,,9.9312,76.2673,Wednesday,false,28.1,24.4,26.0,33.7,29.2,4.1,2.8,16.0,13.8,35.6,331,53,open-meteo-historical-forecast,,,,,false,26.6,83,75,7.1,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Kochi,COK,2026-07-01T17:00:00+05:30,late_afternoon,,9.9312,76.2673,Wednesday,false,28.1,24.4,26.0,33.7,29.2,4.1,2.8,16.0,13.8,35.6,331,53,open-meteo-historical-forecast,,,,,false,27.0,82,57,7.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-01,Chandigarh,IXC,2026-07-01T09:00:00+05:30,morning,,30.7333,76.7794,Wednesday,false,28.6,25.2,26.7,33.4,29.0,9.2,5.3,13.0,18.7,37.4,137,96,open-meteo-historical-forecast,,,,,false,26.8,91,91,17.9,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-01,Chandigarh,IXC,2026-07-01T17:00:00+05:30,late_afternoon,,30.7333,76.7794,Wednesday,false,28.6,25.2,26.7,33.4,29.0,9.2,5.3,13.0,18.7,37.4,137,96,open-meteo-historical-forecast,,,,,false,26.8,93,67,8.3,3,overcast,open-meteo-historical-hourly-backfill
2026-07-01,Indore,IDR,2026-07-01T09:00:00+05:30,morning,,22.7196,75.8577,Wednesday,false,31.8,24.2,26.8,38.9,28.1,6.5,3.8,10.0,11.6,30.2,262,80,open-meteo-historical-forecast,,,,,false,28.1,73,15,8.2,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Indore,IDR,2026-07-01T17:00:00+05:30,late_afternoon,,22.7196,75.8577,Wednesday,false,31.8,24.2,26.8,38.9,28.1,6.5,3.8,10.0,11.6,30.2,262,80,open-meteo-historical-forecast,,,,,false,28.7,70,86,1.3,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-01,Lucknow,LKO,2026-07-01T09:00:00+05:30,morning,,26.8467,80.9462,Wednesday,false,32.2,26.5,29.2,40.7,33.3,11.7,4.6,17.0,10.4,26.6,113,96,open-meteo-historical-forecast,,,,,false,27.8,89,81,6.2,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-01,Lucknow,LKO,2026-07-01T17:00:00+05:30,late_afternoon,,26.8467,80.9462,Wednesday,false,32.2,26.5,29.2,40.7,33.3,11.7,4.6,17.0,10.4,26.6,113,96,open-meteo-historical-forecast,,,,,false,30.2,76,86,4.4,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Mumbai,BOM,2026-07-02T09:00:00+05:30,morning,,19.076,72.8777,Thursday,false,27.6,25.3,26.3,32.5,30.1,55.7,22.9,24.0,19.8,45.4,238,96,open-meteo-historical-forecast,,,,,false,26.7,90,98,12.4,80,slight_rain_showers,open-meteo-historical-hourly-backfill
2026-07-02,Mumbai,BOM,2026-07-02T17:00:00+05:30,late_afternoon,,19.076,72.8777,Thursday,false,27.6,25.3,26.3,32.5,30.1,55.7,22.9,24.0,19.8,45.4,238,96,open-meteo-historical-forecast,,,,,false,27.1,88,98,12.3,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-02,Delhi,DEL,2026-07-02T09:00:00+05:30,morning,,28.7041,77.1025,Thursday,false,32.7,26.2,29.2,37.2,31.9,15.1,7.8,6.0,9.6,22.0,31,96,open-meteo-historical-forecast,,,,,false,28.1,82,83,6.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Delhi,DEL,2026-07-02T17:00:00+05:30,late_afternoon,,28.7041,77.1025,Thursday,false,32.7,26.2,29.2,37.2,31.9,15.1,7.8,6.0,9.6,22.0,31,96,open-meteo-historical-forecast,,,,,false,32.7,55,10,3.9,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-07-02,Bengaluru,BLR,2026-07-02T09:00:00+05:30,morning,,12.9716,77.5946,Thursday,false,28.9,20.8,24.0,30.3,22.0,1.2,0.7,10.0,24.1,61.6,252,51,open-meteo-historical-forecast,,,,,false,24.6,71,6,20.7,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Bengaluru,BLR,2026-07-02T17:00:00+05:30,late_afternoon,,12.9716,77.5946,Thursday,false,28.9,20.8,24.0,30.3,22.0,1.2,0.7,10.0,24.1,61.6,252,51,open-meteo-historical-forecast,,,,,false,26.4,62,49,18.9,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Hyderabad,HYD,2026-07-02T09:00:00+05:30,morning,,17.385,78.4867,Thursday,false,28.6,23.5,25.6,30.1,25.7,6.9,6.5,17.0,19.9,50.4,269,80,open-meteo-historical-forecast,,,,,false,25.8,79,38,18.6,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Hyderabad,HYD,2026-07-02T17:00:00+05:30,late_afternoon,,17.385,78.4867,Thursday,false,28.6,23.5,25.6,30.1,25.7,6.9,6.5,17.0,19.9,50.4,269,80,open-meteo-historical-forecast,,,,,false,27.8,70,29,16.4,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Chennai,MAA,2026-07-02T09:00:00+05:30,morning,,13.0827,80.2707,Thursday,false,35.4,29.6,32.9,38.8,31.4,0.1,0.1,1.0,18.6,45.0,251,51,open-meteo-historical-forecast,,,,,false,33.2,50,0,18.4,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Chennai,MAA,2026-07-02T17:00:00+05:30,late_afternoon,,13.0827,80.2707,Thursday,false,35.4,29.6,32.9,38.8,31.4,0.1,0.1,1.0,18.6,45.0,251,51,open-meteo-historical-forecast,,,,,false,35.4,43,35,13.5,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Kolkata,CCU,2026-07-02T09:00:00+05:30,morning,,22.5726,88.3639,Thursday,false,33.0,25.8,28.8,40.5,31.4,11.5,3.4,10.0,10.6,37.8,128,95,open-meteo-historical-forecast,,,,,false,30.9,77,43,9.7,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Kolkata,CCU,2026-07-02T17:00:00+05:30,late_afternoon,,22.5726,88.3639,Thursday,false,33.0,25.8,28.8,40.5,31.4,11.5,3.4,10.0,10.6,37.8,128,95,open-meteo-historical-forecast,,,,,false,30.8,77,94,6.6,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Pune,PNQ,2026-07-02T09:00:00+05:30,morning,,18.5204,73.8567,Thursday,false,25.6,22.5,23.6,27.7,24.8,9.4,8.0,18.0,20.3,45.4,253,55,open-meteo-historical-forecast,,,,,false,25.4,78,53,17.1,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Pune,PNQ,2026-07-02T17:00:00+05:30,late_afternoon,,18.5204,73.8567,Thursday,false,25.6,22.5,23.6,27.7,24.8,9.4,8.0,18.0,20.3,45.4,253,55,open-meteo-historical-forecast,,,,,false,24.5,90,100,14.0,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Ahmedabad,AMD,2026-07-02T09:00:00+05:30,morning,,23.0225,72.5714,Thursday,false,35.7,25.8,30.4,42.4,30.3,4.0,3.1,11.0,17.0,43.9,210,53,open-meteo-historical-forecast,,,,,false,32.3,62,18,8.4,0,clear,open-meteo-historical-hourly-backfill
2026-07-02,Ahmedabad,AMD,2026-07-02T17:00:00+05:30,late_afternoon,,23.0225,72.5714,Thursday,false,35.7,25.8,30.4,42.4,30.3,4.0,3.1,11.0,17.0,43.9,210,53,open-meteo-historical-forecast,,,,,false,32.3,62,96,13.6,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Surat,STV,2026-07-02T09:00:00+05:30,morning,,21.1702,72.8311,Thursday,false,28.7,25.3,26.7,33.6,30.3,39.8,15.0,20.0,15.1,31.3,224,95,open-meteo-historical-forecast,,,,,false,26.3,92,100,12.0,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-02,Surat,STV,2026-07-02T17:00:00+05:30,late_afternoon,,21.1702,72.8311,Thursday,false,28.7,25.3,26.7,33.6,30.3,39.8,15.0,20.0,15.1,31.3,224,95,open-meteo-historical-forecast,,,,,false,28.7,79,98,14.0,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Visakhapatnam,VTZ,2026-07-02T09:00:00+05:30,morning,,17.6868,83.2185,Thursday,false,32.9,25.8,28.9,35.9,30.1,10.6,5.7,9.0,17.8,38.9,245,95,open-meteo-historical-forecast,,,,,false,27.9,87,94,15.0,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Visakhapatnam,VTZ,2026-07-02T17:00:00+05:30,late_afternoon,,17.6868,83.2185,Thursday,false,32.9,25.8,28.9,35.9,30.1,10.6,5.7,9.0,17.8,38.9,245,95,open-meteo-historical-forecast,,,,,false,32.9,57,80,17.3,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Jaipur,JAI,2026-07-02T09:00:00+05:30,morning,,26.9124,75.7873,Thursday,false,33.8,24.4,29.2,39.4,28.9,17.8,4.4,12.0,20.4,31.3,220,96,open-meteo-historical-forecast,,,,,false,29.1,71,46,2.8,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Jaipur,JAI,2026-07-02T17:00:00+05:30,late_afternoon,,26.9124,75.7873,Thursday,false,33.8,24.4,29.2,39.4,28.9,17.8,4.4,12.0,20.4,31.3,220,96,open-meteo-historical-forecast,,,,,false,33.0,59,6,6.5,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-02,Kochi,COK,2026-07-02T09:00:00+05:30,morning,,9.9312,76.2673,Thursday,false,29.3,25.2,26.5,36.2,29.6,11.9,3.6,17.0,16.5,43.2,313,95,open-meteo-historical-forecast,,,,,false,27.6,79,76,5.0,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-07-02,Kochi,COK,2026-07-02T17:00:00+05:30,late_afternoon,,9.9312,76.2673,Thursday,false,29.3,25.2,26.5,36.2,29.6,11.9,3.6,17.0,16.5,43.2,313,95,open-meteo-historical-forecast,,,,,false,26.4,85,61,13.0,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Chandigarh,IXC,2026-07-02T09:00:00+05:30,morning,,30.7333,76.7794,Thursday,false,31.2,24.4,28.0,36.5,29.4,4.7,2.5,7.0,17.8,40.7,146,81,open-meteo-historical-forecast,,,,,false,28.6,79,42,11.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Chandigarh,IXC,2026-07-02T17:00:00+05:30,late_afternoon,,30.7333,76.7794,Thursday,false,31.2,24.4,28.0,36.5,29.4,4.7,2.5,7.0,17.8,40.7,146,81,open-meteo-historical-forecast,,,,,false,30.7,69,35,2.7,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Indore,IDR,2026-07-02T09:00:00+05:30,morning,,22.7196,75.8577,Thursday,false,29.7,23.8,25.6,35.4,27.6,24.0,9.8,15.0,15.5,42.8,261,96,open-meteo-historical-forecast,,,,,false,27.9,78,68,11.2,3,overcast,open-meteo-historical-hourly-backfill
2026-07-02,Indore,IDR,2026-07-02T17:00:00+05:30,late_afternoon,,22.7196,75.8577,Thursday,false,29.7,23.8,25.6,35.4,27.6,24.0,9.8,15.0,15.5,42.8,261,96,open-meteo-historical-forecast,,,,,false,25.0,94,100,6.1,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-02,Lucknow,LKO,2026-07-02T09:00:00+05:30,morning,,26.8467,80.9462,Thursday,false,33.1,26.6,30.2,41.0,33.6,8.1,1.6,12.0,9.6,26.3,112,96,open-meteo-historical-forecast,,,,,false,30.7,78,71,5.8,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-02,Lucknow,LKO,2026-07-02T17:00:00+05:30,late_afternoon,,26.8467,80.9462,Thursday,false,33.1,26.6,30.2,41.0,33.6,8.1,1.6,12.0,9.6,26.3,112,96,open-meteo-historical-forecast,,,,,false,33.0,63,33,7.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Mumbai,BOM,2026-07-03T09:00:00+05:30,morning,,19.076,72.8777,Friday,false,27.3,25.2,26.2,32.1,29.6,51.8,25.9,24.0,18.8,40.0,267,95,open-meteo-historical-forecast,,,,,false,25.7,93,100,15.5,81,moderate_rain_showers,open-meteo-historical-hourly-backfill
2026-07-03,Mumbai,BOM,2026-07-03T17:00:00+05:30,late_afternoon,,19.076,72.8777,Friday,false,27.3,25.2,26.2,32.1,29.6,51.8,25.9,24.0,18.8,40.0,267,95,open-meteo-historical-forecast,,,,,false,27.3,84,100,14.2,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-03,Delhi,DEL,2026-07-03T09:00:00+05:30,morning,,28.7041,77.1025,Friday,false,36.5,27.6,32.1,41.6,33.6,0.0,0.0,0.0,10.0,25.6,131,3,open-meteo-historical-forecast,,,,,false,33.7,53,34,5.9,1,mainly_clear,open-meteo-historical-hourly-backfill
2026-07-03,Delhi,DEL,2026-07-03T17:00:00+05:30,late_afternoon,,28.7041,77.1025,Friday,false,36.5,27.6,32.1,41.6,33.6,0.0,0.0,0.0,10.0,25.6,131,3,open-meteo-historical-forecast,,,,,false,35.3,49,18,4.7,2,partly_cloudy,open-meteo-historical-hourly-backfill
2026-07-03,Bengaluru,BLR,2026-07-03T09:00:00+05:30,morning,,12.9716,77.5946,Friday,false,27.7,21.2,23.7,27.4,22.7,2.9,2.4,12.0,25.9,63.7,255,53,open-meteo-historical-forecast,,,,,false,25.2,68,46,21.2,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Bengaluru,BLR,2026-07-03T17:00:00+05:30,late_afternoon,,12.9716,77.5946,Friday,false,27.7,21.2,23.7,27.4,22.7,2.9,2.4,12.0,25.9,63.7,255,53,open-meteo-historical-forecast,,,,,false,24.0,80,88,11.0,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Hyderabad,HYD,2026-07-03T09:00:00+05:30,morning,,17.385,78.4867,Friday,false,28.3,23.5,25.3,29.2,25.6,7.1,6.2,20.0,25.4,63.0,262,55,open-meteo-historical-forecast,,,,,false,27.5,69,43,24.5,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Hyderabad,HYD,2026-07-03T17:00:00+05:30,late_afternoon,,17.385,78.4867,Friday,false,28.3,23.5,25.3,29.2,25.6,7.1,6.2,20.0,25.4,63.0,262,55,open-meteo-historical-forecast,,,,,false,25.2,82,96,17.6,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Chennai,MAA,2026-07-03T09:00:00+05:30,morning,,13.0827,80.2707,Friday,false,36.1,28.9,32.0,37.6,32.1,1.0,0.5,5.0,23.0,53.3,249,53,open-meteo-historical-forecast,,,,,false,32.1,53,16,19.7,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Chennai,MAA,2026-07-03T17:00:00+05:30,late_afternoon,,13.0827,80.2707,Friday,false,36.1,28.9,32.0,37.6,32.1,1.0,0.5,5.0,23.0,53.3,249,53,open-meteo-historical-forecast,,,,,false,32.8,55,39,14.5,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Kolkata,CCU,2026-07-03T09:00:00+05:30,morning,,22.5726,88.3639,Friday,false,32.8,27.1,29.6,39.9,33.6,4.2,2.1,13.0,13.9,40.7,90,95,open-meteo-historical-forecast,,,,,false,30.9,75,74,13.9,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Kolkata,CCU,2026-07-03T17:00:00+05:30,late_afternoon,,22.5726,88.3639,Friday,false,32.8,27.1,29.6,39.9,33.6,4.2,2.1,13.0,13.9,40.7,90,95,open-meteo-historical-forecast,,,,,false,29.7,84,96,6.3,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Pune,PNQ,2026-07-03T09:00:00+05:30,morning,,18.5204,73.8567,Friday,false,25.1,22.4,23.3,27.5,24.9,23.4,17.0,24.0,19.6,45.7,255,95,open-meteo-historical-forecast,,,,,false,24.0,92,100,14.4,53,moderate_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Pune,PNQ,2026-07-03T17:00:00+05:30,late_afternoon,,18.5204,73.8567,Friday,false,25.1,22.4,23.3,27.5,24.9,23.4,17.0,24.0,19.6,45.7,255,95,open-meteo-historical-forecast,,,,,false,23.8,91,100,17.3,51,light_drizzle,open-meteo-historical-hourly-backfill
2026-07-03,Ahmedabad,AMD,2026-07-03T09:00:00+05:30,morning,,23.0225,72.5714,Friday,false,31.5,26.3,29.1,37.6,31.0,2.6,2.6,5.0,13.4,33.1,231,80,open-meteo-historical-forecast,,,,,false,31.2,71,3,6.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Ahmedabad,AMD,2026-07-03T17:00:00+05:30,late_afternoon,,23.0225,72.5714,Friday,false,31.5,26.3,29.1,37.6,31.0,2.6,2.6,5.0,13.4,33.1,231,80,open-meteo-historical-forecast,,,,,false,30.2,83,37,12.0,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Surat,STV,2026-07-03T09:00:00+05:30,morning,,21.1702,72.8311,Friday,false,27.5,25.5,26.5,33.4,31.1,74.0,29.8,21.0,13.3,26.6,251,96,open-meteo-historical-forecast,,,,,false,25.8,99,100,1.1,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-03,Surat,STV,2026-07-03T17:00:00+05:30,late_afternoon,,21.1702,72.8311,Friday,false,27.5,25.5,26.5,33.4,31.1,74.0,29.8,21.0,13.3,26.6,251,96,open-meteo-historical-forecast,,,,,false,27.5,93,100,11.8,80,slight_rain_showers,open-meteo-historical-hourly-backfill
2026-07-03,Visakhapatnam,VTZ,2026-07-03T09:00:00+05:30,morning,,17.6868,83.2185,Friday,false,30.7,25.2,27.7,33.7,28.0,22.3,9.4,16.0,24.1,56.9,241,96,open-meteo-historical-forecast,,,,,false,30.7,62,37,18.6,3,overcast,open-meteo-historical-hourly-backfill
2026-07-03,Visakhapatnam,VTZ,2026-07-03T17:00:00+05:30,late_afternoon,,17.6868,83.2185,Friday,false,30.7,25.2,27.7,33.7,28.0,22.3,9.4,16.0,24.1,56.9,241,96,open-meteo-historical-forecast,,,,,false,27.8,85,96,17.7,81,moderate_rain_showers,open-meteo-historical-hourly-backfill
2026-07-03,Jaipur,JAI,2026-07-03T09:00:00+05:30,morning,,26.9124,75.7873,Friday,false,33.4,25.4,29.1,38.8,31.0,6.2,4.5,8.0,11.3,42.1,297,95,open-meteo-historical-forecast,,,,,false,29.9,70,41,11.3,1,mainly_clear,open-meteo-historical-hourly-backfill
2026-07-03,Jaipur,JAI,2026-07-03T17:00:00+05:30,late_afternoon,,26.9124,75.7873,Friday,false,33.4,25.4,29.1,38.8,31.0,6.2,4.5,8.0,11.3,42.1,297,95,open-meteo-historical-forecast,,,,,false,32.7,58,41,4.9,95,thunderstorm,open-meteo-historical-hourly-backfill
2026-07-03,Kochi,COK,2026-07-03T09:00:00+05:30,morning,,9.9312,76.2673,Friday,false,28.5,24.4,25.9,32.7,29.3,42.4,12.0,24.0,21.2,46.1,290,95,open-meteo-historical-forecast,,,,,false,25.4,94,100,6.0,80,slight_rain_showers,open-meteo-historical-hourly-backfill
2026-07-03,Kochi,COK,2026-07-03T17:00:00+05:30,late_afternoon,,9.9312,76.2673,Friday,false,28.5,24.4,25.9,32.7,29.3,42.4,12.0,24.0,21.2,46.1,290,95,open-meteo-historical-forecast,,,,,false,26.0,89,96,15.9,51,light_drizzle,open-meteo-historical-hourly-backfill
